,name,street_address,city,state,latitude,longitude,store_id
698,Lewisburg Supercenter,1334 No. Ellington P,Lewisburg,TN,35.47119,-86.791446,29725f5c-d248-4e6b-ae9a-d7b9ae868378
699,Winchester Supercenter,2675 Decherd Blvd,Winchester,TN,35.217716,-86.104138,362f8f90-d616-4b1d-9b27-83040e927bc2
700,Enterprise Supercenter,600 Boll Weevil Cir,Enterprise,AL,31.3159,-85.826397,73d20b0e-1be7-43be-9871-7f2bc037698c
701,Camden Supercenter,2200 Highway 641 N,Camden,TN,36.088711,-88.108643,e08d64ca-af64-468b-a792-726b063c521e
702,Ozark Supercenter,1537 S Us Highway 231,Ozark,AL,31.4452218,-85.6507187,420b1468-c96e-4491-adc0-df28a965dd5b
703,Middlesboro Supercenter,Us Hwy 441 Hwy 25e,Middlesboro,KY,36.62223,-83.707611,8770fbc3-5947-48c9-ac4b-03ce303d8993
704,Oklahoma City Supercenter,100 East I-240 Service Rd,Oklahoma City,OK,35.3890064,-97.5108881,5a8fb9a5-9c00-4428-93d3-76ee7e5ebf45
705,Lenoir City Supercenter,911 Highway 321 N,Lenoir City,TN,35.822085,-84.26463,59ded9c0-f288-4027-b7d5-2fa4c2241bda
706,Humble Supercenter,6626 Fm 1960 Rd E,Humble,TX,29.995677,-95.176444,74be3824-b041-4fb0-98fe-678197974d08
707,Temple Supercenter,3401 S 31st St,Temple,TX,31.066215,-97.367149,3820868a-c8ff-47f6-8629-4cadc48be7a9
708,Stockbridge Supercenter,5600 N Henry Blvd,Stockbridge,GA,33.553185,-84.25538,30e29aa2-d9d1-4dea-b612-7e78d0910987
709,Cahokia Store,1511 Camp Jackson Rd,Cahokia,IL,38.556061,-90.166315,f268cd91-a656-4e99-bbb6-646803018edf
710,Ames Supercenter,3105 Grand Ave,Ames,IA,42.052095,-93.62269,982450cb-9f89-4f2e-baa7-201005d4eca9
711,Independence Supercenter,302 Enterprise Dr,Independence,IA,42.451983,-91.893435,40f3f695-7f23-4935-be9b-7e1e4918a8d0
712,Pella Supercenter,1650 Washington St,Pella,IA,41.412763,-92.933536,de67a316-21c5-4af7-bb04-5bd11e130eb4
713,Newton Supercenter,300 Iowa Speedway Dr,Newton,IA,41.697155,-93.011703,2801f633-0df0-410f-a255-d0ee48058ac8
714,Pasadena Supercenter,5200 Fairmont Pkwy,Pasadena,TX,29.646612,-95.161375,ef5ae4c2-3771-4a57-8518-62e99f4f30f1
715,Kingsport Supercenter,2500 W Stone Dr,Kingsport,TN,36.557421,-82.603161,4b3fba80-e1e4-4ad9-ad4d-675a5f1dcd7c
716,Trion Supercenter,13427 Highway 27,Trion,GA,34.521761,-85.316582,0b03754e-485a-470e-b415-419fc6559786
717,Amarillo Supercenter,4610 S Coulter St,Amarillo,TX,35.159637,-101.923511,3ff97a60-5274-4817-aba8-1dee818089f5
718,Pleasanton Supercenter,2151 W Oaklawn Rd,Pleasanton,TX,28.937858,-98.512452,2793dea6-f0e2-430c-91bb-115a9aba1733
719,Americus Supercenter,1711 E Lamar St,Americus,GA,32.060471,-84.202197,ed4c6c1c-8751-4169-9694-793096f7bd86
720,Hardinsburg Store,1002 Old Us 60 E,Hardinsburg,KY,37.7679224,-86.4434498,24b16fe5-6cc8-4b99-965e-086613ab0beb
721,Wauchula Supercenter,1480 Us Highway 17 N,Wauchula,FL,27.56845,-81.813029,c83d83ef-e3a4-4172-96ab-8b62ee13ca3b
722,Birmingham Supercenter,9248 Parkway E,Birmingham,AL,33.590204,-86.70022,c38ac6d0-9f4d-407e-b7ec-0c498b6dbf7b
723,San Antonio Supercenter,16503 Nacogdoches Rd,San Antonio,TX,29.59176,-98.355813,8c525585-129d-45e2-9f50-69f3e1312fa2
724,Bessemer Supercenter,750 Academy Dr,Bessemer,AL,33.361719,-87.001921,ec89e082-0326-41ef-833b-e99ef4e78c35
725,Cedar Falls Supercenter,525 Brandilynn Blvd,Cedar Falls,IA,42.486885,-92.440012,3bc48031-a937-4cb4-afe3-54d590a8879f
726,Raceland Supercenter,4858 Highway 1,Raceland,LA,29.691111,-90.554241,45eefb92-cc0c-437b-bdd3-f8e6037f7b5c
727,Florence Supercenter,3100 Hough Rd,Florence,AL,34.834244,-87.625236,4c17e766-2e14-4ee1-ac66-df2a0abde575
728,Statesboro Supercenter,147 Northside Dr E,Statesboro,GA,32.4341545,-81.759548,324ed5cd-299b-4aea-8b9d-56214d0f6d93
729,Venice Supercenter,4150 Tamiami Trl S,Venice,FL,27.047596,-82.395816,07d3671c-c46b-489a-a393-18bd87b97643
730,Katy Supercenter,1313 N Fry Rd,Katy,TX,29.789113,-95.72222,b8e52bc2-7694-4b83-9cdf-402cf0f0dd7f
731,Lake City Supercenter,2767 W Us Highway 90,Lake City,FL,30.181352,-82.677537,7742609e-4520-4e78-a31a-5bfa06c42951
732,Houston Supercenter,3506 Highway 6 S,Houston,TX,29.721342,-95.647396,cfec1473-0202-4bb6-ab1f-073f9e2b249b
733,Merritt Island Supercenter,1500 E Merritt Island Cswy,Merritt Island,FL,28.359625,-80.668453,eeea4c36-1a77-4052-9a09-1d3bbac5d64c
734,Great Bend Supercenter,3503 10th St,Great Bend,KS,38.358995,-98.7872,aafb18ea-8720-4798-a97f-c8f623c0c5cb
735,Eunice Supercenter,1538 Highway 190,Eunice,LA,30.491529,-92.446893,486e54d6-9e14-486c-aa44-d739c597a5f3
736,Columbus Supercenter,818 E 23rd St,Columbus,NE,41.441249,-97.31708,74a32990-304d-4612-94bb-4401a63d7bb1
737,West Orange Supercenter,3115 Edgar Brown Dr,West Orange,TX,30.0905,-93.765381,b1caf830-1e2f-46d4-8c02-36bfe0cb4ba1
738,Punta Gorda Supercenter,5001 Taylor Rd,Punta Gorda,FL,26.893357,-82.013378,6bb447a9-97ac-4e0b-8412-e2012fcecc0e
739,Galesburg Supercenter,659 Knox Square Dr,Galesburg,IL,40.981605,-90.359891,4e1fe5c9-ddae-4e26-9546-6ff818c19609
740,Marble Falls Supercenter,2700 Us Highway 281,Marble Falls,TX,30.599475,-98.271812,51cc80fb-6e3c-47d8-9b51-47df1edfb7bb
741,Monroe Supercenter,2050 W Spring St,Monroe,GA,33.798413,-83.742318,21c8cfe7-6554-4203-9c6e-f61342af65f9
742,Lakeland Supercenter,3501 S Florida Ave,Lakeland,FL,28.000741,-81.959531,7d0dc285-b7bc-44e4-9f64-ee553b14b543
743,Macon Store,705 E Briggs Dr,Macon,MO,39.753883,-92.463896,d659df66-0b32-4a90-8efe-933dc306d4d2
744,Uvalde Supercenter,3100 E Main St,Uvalde,TX,29.235156,-99.754271,75063e02-6875-46b8-8bfd-2f12b40ffdf3
745,Mount Pleasant Supercenter,1045 N Grand Ave,Mount Pleasant,IA,40.978989,-91.541832,008e6925-02b0-4b68-9b5f-a97a061108f1
746,Riverdale Supercenter,7050 Highway 85,Riverdale,GA,33.562448,-84.410314,cba75e7f-371b-4c6a-a6e2-b4bac905c25d
747,Waynesboro Supercenter,1350 Azalea Dr,Waynesboro,MS,31.688927,-88.629411,81971080-6134-4927-a1db-42089d6bd41a
748,Fremont Supercenter,3010 E 23rd St,Fremont,NE,41.453353,-96.457539,5e525e4e-73ac-4e71-af52-a5a6ab1ee929
749,Clinton Supercenter,1966 Highway 65 S,Clinton,AR,35.5668534,-92.4544415,bf065a72-b7a5-44d1-95be-05e420900bb9
750,Mesquite Supercenter,200 Us Highway 80 E,Mesquite,TX,32.788794,-96.599162,3d8602b9-f4f4-495f-977e-4032defa75d2
751,Mccook Supercenter,1902 W B St,Mccook,NE,40.198728,-100.652337,dbf0d88c-316d-4f9f-9408-b9e34f49055b
752,Aledo Store,1500 Se 5th St,Aledo,IL,41.197904,-90.731953,b5ebbe71-4619-4cce-971a-7cb62ebfa063
753,Alice Supercenter,2701 E Main St,Alice,TX,27.769731,-98.043504,ee092305-40b8-4ab7-9fbb-c9a8502c52ab
754,Canyon Supercenter,1701 N 23rd St,Canyon,TX,34.998002,-101.922569,8b90c13c-e326-4637-9e8a-83e5be610a53
755,Hutchinson Supercenter,1905 E 17th Ave,Hutchinson,KS,38.070078,-97.892255,beec5274-b245-4d34-addd-a90864c8c395
756,Peru Supercenter,5307 Rt. 251,Peru,IL,41.373026,-89.122745,c2a0507a-1651-4c7d-b23c-57ee163fc0b8
757,Barnwell Supercenter,11391 Dunbarton Blvd,Barnwell,SC,33.238248,-81.392282,6b0c8eab-cb09-42d7-bec0-b9f8555da179
758,Marshall Supercenter,108 Kyden Dr.,Marshall,IL,39.415132,-87.690846,8fe6c373-86d3-44fd-9c41-e8d9d3d1e921
759,West Burlington Supercenter,324 W Agency Rd,West Burlington,IA,40.814269,-91.160892,cdcb8d17-29d4-409f-ad0f-a5342daab656
760,Liberal Supercenter,250 E Tucker Rd,Liberal,KS,37.066998,-100.916934,87d817f1-853a-437e-82d1-f1f2a199a0e2
761,Dekalb Supercenter,2300 Sycamore Rd,Dekalb,IL,41.949345,-88.72142,9d4bba68-5bf1-45e0-9b39-d05d81d84803
762,Leesburg Supercenter,2501 Citrus Blvd,Leesburg,FL,28.842541,-81.898976,e2b04bd8-62fe-427e-96c7-5880db287851
763,Maryville Supercenter,1605 S Main St,Maryville,MO,40.330026,-94.870115,771727a3-8962-40cc-8505-45d5bfd0aedf
764,Monroe Supercenter,300 6th Ave West,Monroe,WI,42.6095957,-89.6635797,eeb52be0-9b83-471f-a6fd-6620f55637df
765,Bogalusa Supercenter,401 Ontario Ave,Bogalusa,LA,30.793589,-89.865094,97146957-024a-4e27-b19a-23d648dbe432
766,Mineral Wells Supercenter,601 No. Fm 1821,Mineral Wells,TX,32.813849,-98.086147,c9922bea-8fce-4234-912b-5ea8b222efd8
767,North Richland Hills Supercenter,6401 Ne Loop 820,North Richland Hills,TX,32.842692,-97.24635,de5771c6-abbd-41d3-a3e0-4aff0909ab5e
768,Lake Jackson Supercenter,121 Highway 332 W,Lake Jackson,TX,29.045462,-95.459088,6e6b7215-ff9e-4f47-9663-20a5efb31cbf
769,Fenton Supercenter,653 Gravois Bluffs Blvd,Fenton,MO,38.510098,-90.438772,8c837397-584c-41e3-93e5-2d811520c807
770,Oxford Supercenter,92 Plaza Ln,Oxford,AL,33.599042,-85.832144,4fd484c5-ddd6-40db-8ac3-86434def3c80
771,Las Cruces Supercenter,571 Walton Blvd,Las Cruces,NM,32.314746,-106.749837,e1a0be63-184b-4a24-85ff-2b7b1c6d7d45
772,Mason City Supercenter,4151 4th St Sw,Mason City,IA,43.1455271,-93.2624869,5b9bab17-4cd7-46a4-a2ae-e820382c03db
773,Brownwood Supercenter,401 W Commerce St,Brownwood,TX,31.731877,-98.981832,fdf14271-a59f-4f96-ba13-cebf013b8742
774,Arcadia Supercenter,2725 Se Highway 70,Arcadia,FL,27.206591,-81.829165,72acab2e-634b-48f4-89f3-35daf5e487b1
775,Dumas Supercenter,2003 S Dumas Ave,Dumas,TX,35.840033,-101.970763,00ba1f31-683f-43e1-86be-7a86759da88c
776,Okeechobee Supercenter,2101 S Parrott Ave,Okeechobee,FL,27.221482,-80.827943,aafbbb23-fa5c-4de0-8f8a-9bbab9122b14
777,Panama City Beach Supercenter,10270 Front Beach Rd,Panama City Beach,FL,30.180329,-85.804881,621018f8-19a6-4f07-90b2-eefd89d2cdbe
778,Osage Beach Supercenter,4252 Highway 54,Osage Beach,MO,38.14942,-92.616012,14390de2-fdd5-4884-8e56-d1354f8d77e7
779,Kissimmee Supercenter,4444 W Vine St,Kissimmee,FL,28.301788,-81.458955,3964cbda-34b4-4405-8b2c-dd79bd27550e
780,Cape Coral Supercenter,1619 Del Prado Blvd S,Cape Coral,FL,26.62088,-81.937051,fee6911a-5c18-4577-8913-9b78baebb552
781,Boonville Supercenter,2150 Main St,Boonville,MO,38.951369,-92.739689,029302fc-5e56-454c-b052-d321b5b8081b
782,Brookhaven Supercenter,960 Brookway Blvd,Brookhaven,MS,31.582156,-90.468421,a658652c-398a-417a-8126-56ff5bab9133
783,Clovis Supercenter,3728 N Prince St,Clovis,NM,34.437698,-103.200403,cb943ffb-ff76-4b4c-91b4-ba88aee9bb82
784,Amarillo Supercenter,3700 E Interstate 40,Amarillo,TX,35.18974,-101.793388,fcc45fb0-acc9-4c63-8a6a-49b24a2cdd02
785,Ponca City Supercenter,1101 E Prospect Ave,Ponca City,OK,36.741209,-97.07183,0b923934-fdcb-47f7-8360-2cc3648fcb40
786,Stanford Supercenter,1283 Us Highway 27 N,Stanford,KY,37.549096,-84.648138,0f8e81ee-445d-4282-abbf-13e7ccb60c24
787,Farmington Supercenter,4600 E Main St,Farmington,NM,36.767974,-108.15152,b4de63ca-59d6-4264-a11b-a006f94bb5b3
788,Albuquerque Supercenter,8000 Academy Rd Ne,Albuquerque,NM,35.144791,-106.549888,1bdb8f39-221d-4c93-9a74-df8b0dc3eca1
789,Plainfield Supercenter,2373 E Main St,Plainfield,IN,39.71151,-86.367633,507c0048-d1e9-4d39-86c9-b78db3120df8
790,Canton Supercenter,603 E Highway 243,Canton,TX,32.543138,-95.854291,9d45f271-b6e9-4afe-a1cb-e5866bc43261
791,Rock Falls Store,1901 1st Ave,Rock Falls,IL,41.763311,-89.687013,0756e28d-5dab-408f-8ae4-2e3436fe6d2f
792,Santa Fe Store,3251 Cerrillos Rd,Santa Fe,NM,35.652385,-105.999816,0cc2a5e8-ef74-4ee7-91b9-ace99b7ceef3
793,Saint Marys Supercenter,6586 Ga Highway 40 E,Saint Marys,GA,30.778436,-81.618596,6c837455-ae5e-4290-b6d5-e01d3878e3cd
794,Warner Robins Neighborhood Market,515 N Houston Rd,Warner Robins,GA,32.6254,-83.64289,7a6090a8-b5d6-44d2-8323-29a5ddd2aa2a
795,Sand Springs Supercenter,220 S Highway 97,Sand Springs,OK,36.134924,-96.120347,a543b593-ae36-4261-b42d-74f60ee09904
796,Carmi Supercenter,1344 Illinois Hwy #1,Carmi,IL,38.073728,-88.190385,d8657a2f-2c72-448e-9b92-e231f90f7e9c
797,Albuquerque Supercenter,400 Eubank Blvd Ne,Albuquerque,NM,35.079638,-106.52942,7411534a-724f-4771-930b-1cdf4c05f021
798,Thayer Store,333 E Walnut St,Thayer,MO,36.524878,-91.53274,023efd93-3068-443c-b838-4439d93a06cd
799,Tipton Store,1126 Highway 38 North,Tipton,IA,41.783448,-91.126052,3f2ff7d3-5aaf-49fa-9414-074b19165779
800,Pueblo Supercenter,4200 Dillon Dr,Pueblo,CO,38.313974,-104.60963,857efb21-e302-457a-a581-ac6789eb83bc
801,Camilla Supercenter,165 Us Highway 19 S,Camilla,GA,31.23577,-84.198478,d60d6bb7-d8c7-4441-b975-c8bc7ca088f9
802,Morris Supercenter,333 E Us Route 6,Morris,IL,41.384538,-88.417167,6bb89b51-118b-441e-9c74-8bea526e488b
803,Albuquerque Supercenter,301 San Mateo Blvd Se,Albuquerque,NM,35.076253,-106.587623,a68cc438-3874-4d32-bf46-9fc6e18da520
804,Bethany Supercenter,810 S 37th St,Bethany,MO,40.262181,-94.017129,68a61481-d4c4-4ee7-a9a8-197ef04c643c
805,Baton Rouge Supercenter,9350 Cortana Pl,Baton Rouge,LA,30.462569,-91.090899,f332dea6-b93d-490d-b179-eae9f078739a
806,La Grange Supercenter,1915 W. State Hwy. 71,La Grange,TX,29.900833,-96.906301,e790ad5d-158b-4e6f-99a0-eef35146b11b
807,Dodgeville Supercenter,601 E Leffler St,Dodgeville,WI,42.973808,-90.119979,199f49a6-8d88-4a05-834d-42da4dd2c6c6
808,Albuquerque Supercenter,2701 Carlisle Blvd Ne,Albuquerque,NM,35.111968,-106.608114,6c92673b-ad21-4877-88fa-f3309c6706ca
809,Spring Supercenter,155 Louetta Xing,Spring,TX,30.064712,-95.43044,b03e730b-4584-4156-95c0-41649d12c10e
810,Ruidoso Downs Supercenter,26180 Us Highway 70,Ruidoso Downs,NM,33.324294,-105.614426,d85be1fa-bbf2-4548-9ebe-97436ee7af1a
811,Buffalo Store,1250 W Dallas St,Buffalo,MO,37.6390437,-93.1061393,cb8d4eab-8798-4b53-aa95-36157e0c96de
812,Frankfort Supercenter,2460 E Wabash St,Frankfort,IN,40.28147,-86.478464,3f59a49a-8f0a-4add-a6f7-ddc3cdea449b
813,Mobile Supercenter,685 Schillinger Rd S,Mobile,AL,30.6781469,-88.2225698,567938ac-11f6-4052-8585-bfb0ccbe748a
814,Ottawa Supercenter,4041 Veterans Dr,Ottawa,IL,41.3781973,-88.8443488,b8660b14-04e8-423a-a8f7-44cbf2af4d52
815,Southaven Supercenter,6811 Southcrest Pkwy,Southaven,MS,34.959728,-89.996039,f3c7845b-90dc-4db9-bd57-247f4ee73fbb
816,Lake Wales Supercenter,2000 State Road 60 E,Lake Wales,FL,27.891997,-81.552969,4f19e132-8ccd-4eae-8970-773353ed70db
817,Deland Supercenter,1699 N Woodland Blvd,Deland,FL,29.061722,-81.301695,de03d930-b8e9-4de1-9e32-2799d25d3320
818,Lubbock Supercenter,4215 S Loop 289,Lubbock,TX,33.527803,-101.903621,7d478e7e-9aeb-42aa-b575-d42d4ada5284
819,Roanoke Supercenter,4180 Us Hwy 431,Roanoke,AL,33.164864,-85.364371,5656d38d-f300-4fa0-a182-240f88c65d3b
820,Vidalia Supercenter,3109 E 1st St,Vidalia,GA,32.202161,-82.362284,b7450832-be5e-4ccb-bed2-a110ca0c3fa3
821,Bremen Supercenter,404 Hwy 27 No. Bypas,Bremen,GA,33.70787,-85.163517,c485f185-16b9-4d54-8945-549eab1d9a15
822,Hinesville Supercenter,751 W Oglethorpe Hwy,Hinesville,GA,31.826074,-81.601756,03f1d8e1-c0a5-4ea3-aae8-4cf9dcba859d
823,Union City Supercenter,4735 Jonesboro Rd,Union City,GA,33.5731692,-84.5418153,0578f26c-747a-45e2-ac20-45eac644d03d
824,Cairo Supercenter,361 8th Ave Ne,Cairo,GA,30.8870711,-84.2035475,4b7eaa41-b656-40f4-9d7d-9b71f25137cd
825,Scottsbluff Supercenter,3322 Avenue I,Scottsbluff,NE,41.879639,-103.678884,6c3c9dd8-53d7-4218-a672-bbe24b801a8c
826,New Braunfels Supercenter,1209 S Interstate 35,New Braunfels,TX,29.683664,-98.127884,03e1492c-c688-43dd-bde2-b83b68fc7c3f
827,Sanford Supercenter,3653 S Orlando Dr,Sanford,FL,28.759625,-81.281708,0dcfee2e-1878-4ae3-a217-2b1c97f19854
828,Mobile Supercenter,5245 Rangeline Service Rd S,Mobile,AL,30.593568,-88.162839,5b396a4b-2e67-456c-8b5c-badf095c281a
829,Alamosa Supercenter,3333 Clark St,Alamosa,CO,37.482281,-105.904108,457d0c51-2365-4a43-bc93-597184bc6b2c
830,Carlsbad Supercenter,2401 S Canal St,Carlsbad,NM,32.393959,-104.222987,61abe1c9-7f9d-4176-9f26-c9cbb2a2be95
831,Jasper Supercenter,4040 N Newton St,Jasper,IN,38.427274,-86.934675,63e8fa60-e40d-46c6-80dd-14fe0f65e756
832,Ridgeland Supercenter,815 S Wheatley St,Ridgeland,MS,32.401606,-90.134378,07a05f01-1b17-4cd2-a5d0-a0ee7983bda1
833,Pearland Supercenter,1919 N Main St,Pearland,TX,29.573345,-95.283131,45618618-ff4e-46d8-bd97-da3cfa501c4b
834,Taos Store,926 Paseo Del Pueblo Sur,Taos,NM,36.38752,-105.586256,73ebded4-e4da-4935-817c-92d35353e03c
835,Mountain View Store,101 W Us Highway 60,Mountain View,MO,37.00257,-91.706291,8a9db941-17eb-4fad-8194-ad3f3efdcc11
836,Natchez Supercenter,314 Sgt. S. Prentiss,Natchez,MS,31.553404,-91.371779,78224ed0-662f-4bff-88ff-f4999f818db5
837,Many Supercenter,25800 Highway 171,Many,LA,31.579129,-93.508768,c00dd597-34f7-46be-8248-545b90fe113a
838,Irving Supercenter,4100 W Airport Fwy,Irving,TX,32.834833,-97.00636,8586e3e0-ae31-4000-a48d-0c931fc0cf1e
839,Monroe Supercenter,2406 W Roosevelt Blvd,Monroe,NC,35.013875,-80.564009,ab829951-3197-49a3-a9bc-241aa86a6975
840,Lafayette Supercenter,419 Highway 52 Byp W,Lafayette,TN,36.519016,-86.038762,4e3624ee-bd53-43ab-897c-340719160e96
841,Cumming Supercenter,1500 Market Place Blvd,Cumming,GA,34.183876,-84.129022,3f457131-12f3-4af7-88da-65b9b9d81d91
842,Lexington Supercenter,5556 Sunset Blvd,Lexington,SC,33.998141,-81.224767,872c6a9e-386d-4fbe-baec-f612a69a8de1
843,Prairie Du Chien Supercenter,38020 Us Highway 18,Prairie Du Chien,WI,43.017913,-91.10806,3862a936-f316-482e-a2f0-adb1e09f8937
844,Fort Dodge Supercenter,3036 1st Ave S,Fort Dodge,IA,42.506696,-94.153204,614ef8ef-2991-454b-b403-2bf33d7e767d
845,Seward Supercenter,1326 280th,Seward,NE,40.876676,-97.098794,542b870c-4e99-4313-ace9-6a30eb124cf3
846,Shelbyville Supercenter,2500 Progress Pkwy,Shelbyville,IN,39.527051,-85.743071,20c544c9-bc2d-4ceb-a00b-47b718a3a646
847,Petal Supercenter,36 Byrd Blvd,Petal,MS,31.35317,-89.232466,f88e49c6-9702-4fb9-b578-3ff462763597
848,Butler Supercenter,400 S Fran,Butler,MO,38.254537,-94.356466,3f9ea48b-895c-4b57-ac62-81fa1654ca4e
849,Thomasville Supercenter,15328 Us Highway 19 S,Thomasville,GA,30.859931,-83.94478,18a2aca1-e716-4cf6-8752-28f11285afd6
850,Sterling Supercenter,4115 E Lincolnway,Sterling,IL,41.815539,-89.644849,822144f6-4cd0-47d0-af5f-99c8d942b55d
851,Ankeny Supercenter,1002 Se National Dr,Ankeny,IA,41.70526,-93.585035,53f260ce-397f-495c-a7ff-00d0cd124080
852,Lindsay Store,401 Linwood Plz,Lindsay,OK,34.83499,-97.597457,30d273dd-ebee-43e9-ab0f-4395ddc3a42b
853,Cuba Store,100 Ozark Dr,Cuba,MO,38.073249,-91.40187,c8e3a0d5-d992-4309-9b96-428bb2e95b83
854,Orlando Supercenter,11250 E Colonial Dr,Orlando,FL,28.5659,-81.217771,5cfee24b-23b0-45be-b1b6-285767aa7df7
855,Fort Stockton Supercenter,2610 W Dickinson Blvd,Fort Stockton,TX,30.896466,-102.907161,0a3c32d0-8ddd-4a0e-8d6d-61e396687cb8
856,Grand Prairie Supercenter,2225 W Interstate 20,Grand Prairie,TX,32.673377,-97.036253,cb43a148-9ef0-475a-a862-6c1573ff2f54
857,Pecos Store,1903 S Cedar St,Pecos,TX,31.408738,-103.488371,3578e530-2d30-48fa-b890-0ad1439c1616
858,Valdosta Supercenter,340 Norman Dr,Valdosta,GA,30.826047,-83.31968,265bc1f8-b5bf-4e9b-9531-f2195ee555dd
859,Childress Supercenter,2801 Avenue F Nw,Childress,TX,34.435024,-100.234406,663d0426-7574-441c-a332-c1f49bb902e9
860,Foley Supercenter,2200 S Mckenzie St,Foley,AL,30.382508,-87.686381,82e4beda-e542-4c90-984d-a7815314b0e5
861,Seguin Supercenter,550 South 123 Bypass,Seguin,TX,29.565535,-97.9449,e45a3754-8c4d-4999-be65-43edb74e8194
862,Jackson Supercenter,2711 Greenway Dr,Jackson,MS,32.287958,-90.268476,97c2790e-5035-4149-990c-3909621c3f11
863,Gallup Supercenter,1650 W Maloney Ave,Gallup,NM,35.528593,-108.769019,ac111c9e-c186-411e-989a-7dd3ea534d10
864,Greencastle Supercenter,1750 Indianapolis Rd,Greencastle,IN,39.643694,-86.823489,44934931-49c5-4c7e-865d-4604af6f08b7
865,Longmont Supercenter,2285 East Ken Pratt Blvd,Longmont,CO,40.158118,-105.048415,af4ba652-2b71-4d00-adc9-5b54e567416f
866,Tulsa Supercenter,6625 S Memorial Dr,Tulsa,OK,36.066625,-95.882795,22a785d4-eaa9-49a8-b199-850c088c1f10
867,Forsyth Supercenter,180 N Lee St,Forsyth,GA,33.042326,-83.94326,7bff9302-33e7-41f6-9fb2-96fc56068103
868,Orlando Supercenter,8101 S John Young Pkwy,Orlando,FL,28.447665,-81.424513,7f1cf245-4ccc-4208-8fad-e017f8c4b40e
869,Lake Geneva Supercenter,201 S Edwards Blvd,Lake Geneva,WI,42.591163,-88.411543,2d2217b3-667d-41bc-a844-f47727da0405
870,Chalmette Supercenter,8101 W Judge Perez Dr,Chalmette,LA,29.9590023,-89.9839444,85fa25ea-4bcd-4cd6-aaf1-03551d6a3258
871,New Orleans Supercenter,6000 Bullard Ave,New Orleans,LA,30.043339,-89.961927,847515a5-c469-470a-ad6e-4fdbe4bc0d86
872,Decorah Supercenter,1798 Old Stage Rd,Decorah,IA,43.291583,-91.753709,aa37a55c-825e-4534-947f-6bbd3480ae4b
873,Marrero Supercenter,4810 Lapalco Blvd,Marrero,LA,29.87864,-90.093306,e1ca52f4-73c1-4bd3-833c-5d3ca5d54756
874,Hattiesburg Supercenter,6072 U S Highway 98,Hattiesburg,MS,31.318476,-89.379432,2d9191a4-188a-48a5-b729-dd1e093b6290
875,Cassville Supercenter,1401 Old Exeter Road,Cassville,MO,36.677044,-93.88977,966549ae-3883-44e5-a6da-649d7476bdf6
876,Brady Supercenter,2207 S Bridge St,Brady,TX,31.10974,-99.33078,b65cd761-b205-4a38-926c-f9658cceda4d
877,Fort Walton Beach Supercenter,748 Beal Pkwy Nw,Fort Walton Beach,FL,30.441009,-86.64161,93c117cd-df75-461e-b64c-00b793e00fcf
878,Corydon Supercenter,2363 Highway 135 Nw,Corydon,IN,38.235277,-86.131157,210d6b81-3741-4013-b032-9c0fad8c04dd
879,Marshall Supercenter,1701 E End Blvd N,Marshall,TX,32.558194,-94.353214,abd111b8-07bc-4963-85e8-2858a0e4351a
880,Warner Robins Neighborhood Market,3009 Russell Parkway,Warner Robins,GA,32.580056,-83.696237,d03fd35c-db62-430f-aa97-478a086d0eac
881,Noblesville Supercenter,16865 Clover Rd,Noblesville,IN,40.03376,-85.998943,5aecbf5c-cabd-44e3-84d4-6a3abead8c91
882,Salida Supercenter,7865 W Us Highway 50,Salida,CO,38.524593,-106.022649,33c045d2-3828-4b54-921c-8abd12828cf8
883,Seffner Store,11720 E Dr Martin Luther King Jr Blvd,Seffner,FL,27.984095,-82.301322,e0eb8bbd-65c7-4583-9776-4e3659660370
884,Stafford Supercenter,11210 W Airport Blvd,Stafford,TX,29.644076,-95.57299,4cffd2c2-03c3-4fe7-938f-0c9aaec8ad88
885,Plainview Supercenter,1501 N Interstate 27,Plainview,TX,34.196077,-101.75319,bf6a9806-b22f-4c92-b212-c8b3b7f8d7b3
886,Sterling Supercenter,1510 W Main St,Sterling,CO,40.627049,-103.2363527,c81360ff-a5c6-4f2a-b574-fed1c065459f
887,Montgomery Supercenter,3801 Eastern Blvd,Montgomery,AL,32.325856,-86.23242,18f815ad-b4e9-4965-bc61-81e7690f0ed1
888,Vero Beach Supercenter,5555 20th St,Vero Beach,FL,27.636631,-80.442958,00c076fa-dd81-4d7e-a5ba-4c663f7cae69
889,Port St Lucie Supercenter,10855 So. Us Hwy #1,Port St Lucie,FL,27.2655144,-80.2875953,4077065f-97e5-48ac-a0d4-e459f760e310
890,Griffin Supercenter,1569 N Expressway,Griffin,GA,33.272396,-84.2967,ad6dad4c-b592-42dd-8bb3-b1dbb6b91149
891,Denham Springs Supercenter,904 S Range Ave,Denham Springs,LA,30.47255,-90.954325,e32176d2-cfae-4864-83e3-e67a13e99f89
892,Daphne Supercenter,27520 Us Highway 98,Daphne,AL,30.6250365,-87.9046017,1fd6bf55-c5ff-4715-9b1e-4303113aec89
893,Effingham Supercenter,1204 Avenue Of Mid America,Effingham,IL,39.140472,-88.561536,72d47aa5-ed97-4b11-959a-4aa880a1a69e
894,Rochelle Supercenter,311 E Route 38,Rochelle,IL,41.937176,-89.051617,13be5905-63ff-4842-9640-f9c2186b79e6
